Salario,Idade,Marca,Nome,Ano,Valor_Carro,Valor_Seguro
6331.35,52,Volkswagen,Nivus,2019,81860.8,5142.46
10600.29,40,Volkswagen,Fox,2024,53090.09,2309.94
3743.6,43,Toyota,Corolla Cross,2008,45503.97,2746.71
17268.82,33,Volvo,XC90,2024,552383.15,34823.35
4766.43,56,Audi,A4,2016,172860.61,9550.02
5784.36,45,Toyota,Camry,2023,326147.93,16411.71
5658.96,38,Chevrolet,Spin,2018,62155.38,3785.16
5633.32,36,Toyota,Yaris,2011,35417.69,1595.49
10112.99,49,BYD,Yuan Plus,2014,79973.95,4327.08
1990.64,30,Peugeot,3008,2022,172005.89,6815.88
3865.71,18,Toyota,Yaris Sedan,2023,97556.72,8317.19
10649.16,38,Volkswagen,Gol,2021,49115.17,2710.08
5719.83,52,BMW,X1,2016,169678.04,10820.11
3069.16,57,Fiat,Fastback,2016,55507.04,4174.36
3971.37,36,Volkswagen,Tiguan,2023,244819.92,14088.76
13811.33,38,Nissan,Sentra,2024,141868.03,6351.51
7407.44,44,Volkswagen,Gol,2013,25187.06,1563.75
6335.8,34,Volkswagen,Gol,2021,56957.01,3602.61
3576.06,44,Citroen,C3 Aircross,2007,31439.65,1481.74
11254.45,36,Hyundai,Tucson,2021,137559.28,7549.42
9855.5,50,Volkswagen,Virtus,2023,92463.53,4471.53
5988.6,46,Audi,RS3,2022,445499.85,25672.08
12174.0,47,Kia,Cerato,2025,117438.83,6160.99
3445.11,35,Peugeot,208,2021,57137.48,2449.34
13010.97,61,Audi,A3 Sedan,2021,211196.36,15341.66
5327.68,43,Fiat,Mobi,2024,71545.15,3788.26
6360.65,40,Volkswagen,Virtus,2023,111520.26,6173.59
2992.95,28,Hyundai,Creta,2023,105441.57,6077.0
5560.31,36,Honda,Accord,2012,96622.54,5077.39
3347.72,39,Mitsubishi,L200 Triton,2025,291671.2,14594.51
4153.02,28,Ford,Bronco Sport,2019,138395.09,9323.64
3542.93,34,Peugeot,207,2019,20571.62,1100.0
12789.51,36,Volkswagen,Jetta,2020,144632.8,8308.98
6664.96,38,BMW,118i,2021,199175.17,13120.97
6102.62,18,Chevrolet,Spin,2018,58956.99,7390.73
6474.89,36,Fiat,Punto,2021,41122.43,2096.96
6915.72,33,Volvo,XC60,2024,344644.3,21445.9
5231.23,37,Jeep,Compass,2019,94774.76,4571.3
18340.4,50,Renault,Oroch,2014,43748.41,2434.11
3941.05,62,Chevrolet,Equinox,2022,173356.86,10152.75
8174.25,46,Ford,Ka,2009,14000.0,1100.0
7284.12,23,Fiat,Siena,2024,49141.16,4036.73
4562.08,33,Mini,Cooper,2015,90603.48,5632.29
11086.35,45,Toyota,Corolla,2005,29712.1,1346.59
5833.98,43,Toyota,Camry,2011,67876.45,3440.56
2648.71,49,Chevrolet,Astra,2017,17203.65,1100.0
6509.02,36,BYD,Dolphin,2025,133480.63,7888.68
4991.0,33,Hyundai,Creta,2010,33854.27,1992.73
5476.53,59,Renault,Duster,2015,55951.99,4675.66
15206.52,38,Chevrolet,Astra,2014,18767.04,1152.46
2835.45,25,Chevrolet,Corsa,2014,19989.77,1100.0
11990.51,55,Volkswagen,Virtus,2010,27051.44,1225.71
17120.41,20,Mercedes-Benz,C200,2018,202177.64,23051.97
23689.48,18,Suzuki,Swift,2019,30099.39,2924.25
24738.67,47,Mini,Cooper,2016,99548.81,7269.19
5916.57,48,Toyota,Hilux,2021,201130.73,9953.38
7676.34,42,Volkswagen,Golf,2018,58407.74,4068.89
3774.69,22,Citroen,C4 Lounge,2014,21487.46,1823.02
13515.2,37,Mini,Cooper,2016,112559.61,7597.82
17655.05,34,GWM,Ora 03,2025,155870.93,7630.81
3904.87,31,Peugeot,208,2005,17731.85,1100.0
16661.91,54,BMW,330e,2013,158639.62,11205.55
10243.08,25,Ford,Ka Sedan,2015,21858.24,1355.24
14092.29,41,BYD,Dolphin Mini,2020,73305.71,3743.8
7540.22,52,Volkswagen,Voyage,2011,17382.59,1100.0
3430.37,42,Hyundai,Creta,2014,50370.23,2430.34
7487.49,52,Volkswagen,Saveiro,2022,68290.98,2539.14
15757.49,44,Mini,Cooper S,2015,115162.44,7503.55
9621.32,43,Toyota,Hilux,2014,85691.19,3938.18
7092.58,42,BYD,Dolphin,2013,61463.2,3560.58
11596.75,45,Peugeot,2008,2016,52311.22,2352.28
3645.25,33,Renault,Duster,2025,124948.13,7360.26
6879.3,22,Hyundai,Santa Fe,2019,179592.77,19277.18
7966.65,49,Volkswagen,Up,2025,65726.0,3374.94
4460.1,51,Hyundai,i30,2025,65853.53,2894.61
7688.02,41,Fiat,Mobi,2016,39403.57,2464.83
4035.16,31,Volkswagen,Up,2025,55174.93,2963.09
2234.01,19,Renault,Clio,2021,25331.05,2919.32
12680.14,39,Mercedes-Benz,C200,2015,180079.11,10648.68
3477.91,21,Volkswagen,Jetta,2006,51430.04,6513.49
5225.16,20,Hyundai,i30,2025,54868.83,4067.55
14273.22,37,BMW,118i,2020,177200.9,10857.83
2220.91,28,Ford,Ranger,2014,118561.65,9868.5
17747.62,42,Volvo,C40,2021,242358.97,11496.29
3658.32,36,Peugeot,3008,2010,64160.48,4171.74
4583.86,30,Chevrolet,Onix,2008,26116.23,1570.1
8777.73,18,Citroen,C3,2025,72645.86,7802.1
5089.61,27,Nissan,March,2016,23106.32,1786.77
4922.64,28,Citroen,C3,2006,15470.84,1100.0
12676.44,23,Mini,Cooper S,2020,194731.01,21189.95
8753.21,34,Renault,Kwid,2018,35491.33,1633.01
7576.61,24,Honda,ZR-V,2015,89452.04,8596.41
6400.29,36,Mercedes-Benz,GLB 200,2013,162587.8,12522.42
7318.79,40,Toyota,Camry,2007,73179.09,3597.26
2506.14,28,Ford,Ranger,2011,102847.38,6630.36
6928.85,43,Renault,Kwid,2017,40436.79,2183.24
12208.11,21,Kia,Soul,2025,81975.53,6755.12
2629.8,24,Hyundai,Santa Fe,2007,75294.64,7418.73
10153.16,36,Fiat,Cronos,2011,27292.39,1776.7
7691.17,46,Hyundai,HB20S,2024,99223.68,4911.08
4295.92,48,Chevrolet,Astra,2024,42428.27,2363.15
2411.1,57,Citroen,C3 Aircross,2013,40943.16,2387.58
11152.47,33,Chevrolet,S10,2011,73623.22,3934.17
11786.83,36,Toyota,Corolla,2007,37177.64,2187.88
2263.8,25,Toyota,SW4,2014,171570.48,8803.4
4694.83,22,Hyundai,Tucson,2024,159714.92,10844.92
10335.68,40,Nissan,Kicks,2019,81603.73,3140.76
14719.97,28,Mitsubishi,Lancer,2012,30693.77,2183.66
17095.94,52,Subaru,XV,2007,22000.0,1414.09
4939.94,20,Honda,ZR-V,2024,196020.96,16613.49
8796.13,43,Toyota,Hilux,2023,263439.13,11591.28
6234.66,25,Hyundai,Tucson,2009,49619.72,3647.0
6798.22,28,Nissan,Versa,2023,100120.75,7156.67
14925.02,44,Mercedes-Benz,C180,2022,256536.44,14327.67
7482.82,29,Volkswagen,Golf,2025,112145.21,7289.4
22570.85,31,Audi,Q3,2010,82958.35,5344.33
19178.74,28,Volvo,V40,2014,55000.0,4081.92
5921.42,59,Kia,Sportage,2020,143090.9,8219.62
4032.82,30,Fiat,Toro,2015,69455.9,4503.68
3914.38,38,Citroen,C4 Lounge,2009,14372.96,1100.0
8338.36,35,Jeep,Commander,2020,165278.09,8037.64
3175.09,40,Hyundai,Tucson,2021,117820.84,5901.77
4507.33,30,Fiat,Punto,2024,45508.0,2479.33
4546.0,35,Jeep,Cherokee,2012,35526.24,2125.59
29961.61,42,Suzuki,Vitara,2015,50488.62,3221.41
4390.27,27,Renault,Oroch,2020,93560.12,5662.03
2549.02,51,Peugeot,208,2025,97336.58,4443.98
7498.04,52,Fiat,Cronos,2019,63841.27,2860.7
4404.69,45,Hyundai,Santa Fe,2021,206656.82,11371.34
9426.37,38,Chevrolet,Onix,2025,79697.28,4315.29
4995.19,18,Citroen,C4 Lounge,2018,41432.0,4555.34
7967.02,43,Nissan,Versa,2022,91281.73,4448.06
2512.41,33,Fiat,Titano,2008,47573.65,2405.0
5658.71,35,Volkswagen,Jetta,2010,68268.02,4962.19
10791.65,18,Volkswagen,Voyage,2017,31484.65,3173.33
5438.29,43,Chevrolet,Onix,2023,86080.2,4947.7
5787.31,20,Chevrolet,Astra,2023,39731.41,3134.84
8410.9,39,Volkswagen,Tiguan,2008,84333.85,5692.97
5172.02,48,Hyundai,HB20,2011,24938.4,1231.93
3219.77,32,Chevrolet,Equinox,2016,112507.39,6129.23
33939.62,52,Lexus,RX 450h,2013,173970.12,11313.06
8983.35,29,Ford,Ranger,2011,95763.97,7078.07
6761.12,45,Hyundai,ix35,2008,22848.64,1354.54
12402.66,22,Nissan,Kicks,2019,70199.42,5067.91
8726.76,50,Honda,City,2025,122764.21,6281.72
11536.17,48,Fiat,Titano,2012,72019.26,4602.34
10143.32,43,Honda,Fit,2016,34589.99,1767.33
11491.4,33,BYD,King,2009,36887.8,2571.62
2985.02,21,Renault,Sandero,2021,54619.28,5274.84
5962.21,33,Volkswagen,Jetta,2015,86804.29,4266.85
13157.91,51,Kia,Sorento,2024,273495.79,12433.91
6852.52,39,Hyundai,Creta,2011,41324.42,2074.07
3236.94,19,Hyundai,Kona,2015,80814.34,8261.98
5096.56,24,Lexus,UX 250h,2014,139637.44,15792.43
7964.05,53,Toyota,SW4,2010,100881.42,5853.32
2924.29,43,Peugeot,2008,2023,81788.9,3402.93
14477.91,23,Kia,Picanto,2022,47498.37,3773.43
2691.33,18,CAOA Chery,Arrizo 6,2019,64399.94,5645.68
12398.15,30,Chevrolet,Camaro,2019,311021.32,12641.56
13660.13,18,Peugeot,2008,2018,69934.35,6526.5
4137.22,36,Renault,Captur,2025,117105.15,6059.76
13750.73,67,CAOA Chery,Tiggo 5X,2023,105399.46,5789.05
8151.78,18,Fiat,Fiorino,2025,102086.38,8799.82
6325.26,35,Fiat,Punto,2010,18139.59,1100.0
17999.63,53,Fiat,Toro,2011,36850.03,1735.36
10682.35,46,Renault,Kwid,2019,45328.13,2093.27
8503.4,36,Chevrolet,Tracker,2019,90497.48,3845.8
17626.11,36,GWM,Tank 300,2009,88172.26,5269.08
9126.45,24,Peugeot,3008,2013,72189.81,6193.9
6648.52,34,Volkswagen,Jetta,2021,168056.77,9187.91
3639.47,40,Volkswagen,Gol,2020,45053.13,2594.64
7665.29,51,Mercedes-Benz,GLB 200,2020,262806.07,19092.9
2628.28,30,Hyundai,Azera,2020,74176.97,4153.11
13765.04,35,Renault,Logan,2024,86838.07,3423.89
5536.44,26,Volkswagen,T-Cross,2022,115265.42,5895.74
5534.1,40,Jeep,Cherokee,2018,79256.51,4432.42
12917.32,47,Honda,City Hatchback,2023,105206.28,4770.64
6781.31,45,Fiat,Toro,2022,114093.28,6060.78
14796.7,23,BYD,Yuan Plus,2012,104072.01,11903.63
4732.32,39,BYD,Dolphin,2023,127466.83,4925.17
4929.92,29,Nissan,Sentra,2020,102475.35,6925.99
11367.29,50,Hyundai,Creta,2025,148153.66,6612.26
27343.4,36,Subaru,Forester,2011,58320.63,2943.25
6265.95,19,Renault,Kardian,2019,77522.24,6470.13
3486.17,35,Ford,EcoSport,2023,68269.62,3563.23
1952.79,43,Fiat,Punto,2022,46994.55,2518.47
11787.85,40,Fiat,Strada,2025,149117.39,6408.21
4236.32,31,Volkswagen,Saveiro,2017,59692.92,2816.46
7293.75,30,Fiat,Strada,2021,99013.66,5947.47
2675.46,26,Chevrolet,Equinox,2024,216882.4,18261.49
19638.62,33,BYD,Song Plus,2020,190631.73,11067.21
2424.68,27,Chevrolet,S10,2017,150793.3,9218.37
2218.21,49,Chevrolet,Spin,2016,57079.15,2780.32
9509.29,27,BMW,X5,2024,603335.6,55115.2
2520.1,39,Subaru,WRX,2024,360333.22,21586.15
10817.36,38,Renault,Oroch,2023,98271.49,4557.46
8092.08,49,GWM,Tank 300,2008,106752.73,6744.51
2224.25,51,Fiat,Siena,2015,21135.34,1252.87
15554.42,46,Mitsubishi,L200 Triton,2021,157230.33,6082.63
5906.84,42,Honda,ZR-V,2018,122033.9,5569.32
4356.34,25,Ford,Fiesta,2023,31834.04,1855.59
6801.69,25,Hyundai,Creta,2021,95224.22,5934.55
5956.43,27,Fiat,Punto,2018,36369.12,2812.55
5617.97,47,Fiat,Siena,2018,30622.14,1524.64
3543.93,38,Citroen,C4 Lounge,2011,26456.21,1201.35
6013.52,48,Renault,Clio,2020,22678.14,1135.98
4053.06,50,Mitsubishi,Eclipse Cross,2016,86616.7,5035.29
4549.94,29,Chevrolet,Celta,2025,30755.04,1791.33
9903.73,38,Volkswagen,Polo,2025,98063.5,4534.74
3375.98,37,Toyota,Corolla,2009,30949.1,1547.22
5384.61,34,Ford,Mustang,2018,320206.58,13798.73
6154.98,31,Volkswagen,Golf,2018,55901.24,2625.91
6661.06,52,Ford,EcoSport,2012,32428.37,1611.47
4752.88,38,BMW,X1,2011,121587.38,9171.86
7993.23,38,Jeep,Wrangler,2016,223800.18,11477.04
9851.67,28,Hyundai,Tucson,2019,111949.8,5546.64
27873.73,46,CAOA Chery,Tiggo 5X,2021,92449.72,5398.11
9073.08,25,Fiat,Pulse,2021,90714.17,5973.11
3016.51,43,Peugeot,208,2015,48364.25,2199.84
10393.01,43,Volkswagen,Virtus,2015,52849.85,2918.65
3698.87,33,Chevrolet,Onix,2023,70185.67,3148.97
7606.24,41,Hyundai,Kona,2022,143622.78,7937.7
6170.41,40,Hyundai,Creta,2021,90091.25,4709.31
5282.84,37,Hyundai,Tucson,2023,181490.38,9422.63
11334.69,38,Ford,Mustang,2016,247154.78,11462.29
4547.82,38,Mercedes-Benz,GLC 300,2012,177160.32,9417.61
18437.24,39,Hyundai,Tucson,2025,176062.13,9298.75
4763.19,38,BYD,Dolphin Mini,2015,52546.52,3250.4
10690.88,24,Renault,Fluence,2014,25319.68,2351.42
8440.29,36,Citroen,C4 Lounge,2012,23638.98,1527.11
13110.39,41,Toyota,Camry,2011,137797.37,5470.58
6300.2,39,Honda,City Hatchback,2021,79029.95,3134.19
12042.61,49,Fiat,Punto,2018,30358.57,1795.75
10302.72,45,Fiat,Cronos,2009,24517.56,1592.77
3820.23,27,Ford,Fusion,2011,30256.54,2026.12
3955.19,36,Nissan,Tiida,2023,28077.24,1353.81
8874.81,34,Hyundai,HB20S,2014,32025.7,2074.77
8511.68,37,Chevrolet,Camaro,2025,467111.36,22146.47
4699.17,37,Jeep,Wrangler,2021,267619.18,16358.31
10145.89,45,Volkswagen,Amarok,2018,171927.16,7780.97
4586.68,40,Chevrolet,Onix Plus,2022,76580.98,4015.77
10969.65,52,Renault,Captur,2022,83182.47,5033.66
4710.59,40,Fiat,Fiorino,2021,76083.98,4633.22
3934.12,28,Peugeot,308,2021,34757.76,2436.28
6072.8,32,Fiat,Uno,2017,19784.95,1100.0
6438.41,45,Jeep,Cherokee,2024,144568.03,6995.37
3931.38,18,Citroen,C4 Lounge,2025,74927.59,6128.24
7998.15,21,Lexus,NX 350h,2025,343192.11,36738.19
10640.57,38,Volkswagen,Virtus,2021,90368.78,4451.23
4441.05,49,Toyota,RAV4,2014,145313.32,7843.36
5367.63,53,Hyundai,ix35,2023,77005.43,3510.7
15942.32,35,Honda,Accord,2007,57170.87,3413.14
5994.23,50,Toyota,Etios,2022,48904.46,2285.43
12409.51,38,Audi,Q7,2016,303254.88,19082.24
3621.13,19,GWM,Haval H6,2019,150487.38,12682.53
4304.98,37,Fiat,Siena,2025,55631.62,3592.92
4136.45,30,Ford,Ka,2021,37567.03,1700.02
5533.5,49,Chevrolet,Camaro,2012,132386.73,7783.08
10275.46,37,Fiat,Palio,2013,17113.6,1100.0
3714.25,22,Volkswagen,Voyage,2017,35806.17,3282.48
5064.76,20,Fiat,Toro,2013,45814.96,4144.61
3530.02,37,Renault,Fluence,2018,34034.03,2108.19
4653.24,18,Kia,Cerato,2015,52754.0,4827.79
3352.68,31,Fiat,Fastback,2006,27508.9,1635.04
5325.85,40,Honda,ZR-V,2018,124697.01,5787.49
3565.13,25,CAOA Chery,iCar,2025,111602.5,6937.6
8493.82,49,Volkswagen,Golf,2021,81069.03,4525.76
6517.25,52,Toyota,RAV4,2011,130193.15,6636.32
6760.24,25,BMW,X1,2022,274353.37,30100.65
16424.72,34,Ford,Territory,2015,101361.89,4920.33
6173.78,49,Volvo,V40,2009,55000.0,3903.27
5945.99,37,Ford,EcoSport,2025,82756.46,3651.41
6840.23,21,Toyota,Etios,2024,68211.5,6515.13
13910.04,36,Peugeot,308,2015,29875.54,1682.37
5523.34,27,Chevrolet,Prisma,2023,62463.92,3974.18
1600.0,51,Honda,WR-V,2023,85642.54,3448.98
3606.88,45,Chevrolet,Onix,2017,46218.32,2700.39
1770.76,34,Fiat,Titano,2020,147849.35,6207.98
9468.66,39,Ford,Ranger,2025,251121.58,8663.58
3198.66,22,BYD,Seal,2024,291974.93,25454.33
3678.52,28,Chevrolet,Equinox,2021,148267.11,11112.9
4097.47,56,Volkswagen,Nivus,2023,113324.17,6005.5
8270.41,38,Volkswagen,Golf,2023,121143.63,6417.91
7505.2,49,Volvo,EX30,2016,123932.83,5907.04
3340.45,40,Jeep,Compass,2010,63206.74,3003.39
6977.12,53,Mitsubishi,Eclipse Cross,2021,115425.57,6721.75
2852.8,18,Fiat,Fastback,2020,92621.89,8355.0
9385.75,35,Chevrolet,Camaro,2018,257203.33,11214.63
9807.15,57,Chevrolet,Cruze,2007,37737.1,2548.81
10491.8,49,Subaru,WRX,2015,193289.88,10251.07
7282.88,53,Fiat,Argo,2013,35088.33,2313.78
5863.38,37,Chevrolet,Astra,2017,26107.52,1969.91
9730.18,31,Volkswagen,Virtus,2025,131782.2,6893.91
4668.04,25,CAOA Chery,Tiggo 8,2014,73372.77,5176.03
6723.26,24,Volkswagen,Nivus,2008,39573.96,3891.82
8390.81,47,Peugeot,308,2007,14000.0,1100.0
7392.31,44,Ford,Mustang,2016,240666.64,13296.36
4384.67,37,Peugeot,2008,2006,21903.59,1345.28
1600.0,44,Citroen,Aircross,2015,30766.87,1482.42
23581.51,39,BYD,Dolphin,2020,108401.39,5256.31
9142.72,49,Mitsubishi,Eclipse Cross,2019,138294.37,7422.64
6468.88,49,Renault,Kwid,2017,30992.18,1527.3
5359.93,25,GWM,Ora 03,2016,72092.24,5025.42
3861.65,41,Peugeot,206,2025,27282.28,1416.72
2340.66,18,Citroen,C4 Cactus,2008,29761.72,3130.24
9494.25,39,Jeep,Commander,2018,135400.53,6732.62
12636.6,45,Subaru,Outback,2022,201945.88,9673.82
3391.67,22,Fiat,Toro,2017,96656.93,9157.99
9210.36,33,Jeep,Wrangler,2018,245628.87,12658.2
11544.69,38,Audi,Q3,2015,144124.09,7819.12
7384.54,40,Fiat,Strada,2015,54068.09,3235.24
2331.6,34,Volkswagen,Voyage,2015,34194.8,2367.29
3411.18,23,Ford,Territory,2023,158118.27,12911.55
5382.18,37,Chevrolet,Equinox,2023,186036.91,8859.49
3565.91,18,Subaru,Forester,2020,150714.91,13388.11
10772.94,35,Jeep,Compass,2020,104639.13,4815.64
14395.36,32,Nissan,Frontier,2015,132291.69,6912.21
11464.93,36,Chevrolet,Onix,2020,59463.01,2897.72
14658.29,31,Volvo,EX30,2009,58664.59,4568.47
3505.57,19,Fiat,Toro,2019,85660.74,7639.74
10354.2,33,Honda,Civic,2021,143001.15,4908.48
11314.26,49,Lexus,NX 350h,2018,224329.17,13118.49
7150.05,53,Honda,City,2025,114096.3,6093.61
19002.37,67,Volkswagen,Saveiro,2024,85745.45,5448.55
4027.99,58,Ford,Fiesta,2023,44804.29,2255.49
2394.94,23,Jeep,Cherokee,2015,66026.67,5115.86
2138.1,33,Fiat,Fastback,2022,98704.62,4921.49
5269.6,37,Fiat,Punto,2021,40188.05,1895.16
9533.48,36,Chevrolet,Spin,2020,82818.77,5114.06
4432.41,38,Chevrolet,Tracker,2023,112346.7,6075.52
5706.6,66,Fiat,Cronos,2014,41306.62,3120.87
4704.07,25,Fiat,Cronos,2014,31576.49,2120.17
2580.79,29,Citroen,Basalt,2025,102928.35,6003.14
7226.26,57,Jeep,Compass,2013,56010.09,2845.25
24194.51,30,Mini,Countryman,2025,306745.01,17409.56
3476.44,42,Volkswagen,T-Cross,2013,61927.88,2870.77
10146.17,50,Peugeot,207,2018,14000.0,1100.0
9800.21,43,Jeep,Renegade,2010,41318.82,2172.13
6042.67,40,Mitsubishi,ASX,2017,54823.93,2799.46
8978.25,49,Fiat,Palio,2009,14000.0,1100.0
7436.36,27,Volkswagen,Gol,2025,60568.18,3711.42
5063.67,32,Fiat,Toro,2015,67948.78,4238.22
7180.96,44,Chevrolet,Corsa,2011,14000.0,1100.0
10027.25,18,Honda,CR-V,2018,144247.16,15759.44
11256.16,54,Chevrolet,Onix,2023,72628.85,2966.15
4212.84,41,Volkswagen,Voyage,2022,61012.96,3123.57
8345.94,39,Volkswagen,Jetta,2008,55518.91,2705.31
3459.5,18,Citroen,Aircross,2016,31130.16,2823.75
4241.04,22,Fiat,Fastback,2013,46316.74,4965.27
23648.47,33,Volvo,EX30,2005,55000.0,3624.87
18057.46,47,CAOA Chery,Tiggo 7 Pro,2019,112917.13,5102.15
10108.4,18,Volkswagen,Tiguan,2018,161668.21,15076.45
4536.33,47,Chevrolet,Onix,2019,46628.97,2295.05
7002.14,33,Volkswagen,Nivus,2019,77261.28,3361.43
5124.83,35,BYD,Dolphin,2010,43219.1,2229.45
13724.96,41,CAOA Chery,iCar,2025,109713.17,6716.75
6709.72,41,Hyundai,ix35,2008,21732.26,1278.85
6177.21,29,CAOA Chery,Arrizo 6,2017,72320.76,4311.48
19314.96,45,Citroen,C3,2025,90228.99,3700.42
4579.06,18,Volkswagen,Gol,2013,29364.23,2931.3
2085.85,32,Chevrolet,Corsa,2013,14000.0,1100.0
8703.35,39,Fiat,Pulse,2024,92284.21,3948.32
9703.39,33,Hyundai,Kona,2024,184924.63,8543.15
8499.8,18,Citroen,C3 Aircross,2025,108450.02,6574.13
9238.58,47,Renault,Fluence,2014,19357.79,1146.84
11965.77,23,Ford,Ranger,2025,258083.39,20281.0
10463.94,37,Honda,Civic,2022,141150.12,6197.1
9451.92,39,Chevrolet,Corsa,2017,18201.73,1100.0
5316.98,38,GWM,Haval H6,2025,229851.11,10876.26
1774.59,52,Chevrolet,Onix,2023,78619.12,3700.36
5811.27,37,Renault,Fluence,2024,60229.09,2793.91
27438.43,43,Mitsubishi,Outlander,2023,225991.47,10367.56
5894.05,37,Lexus,NX 350h,2010,89748.21,6947.02
8988.57,45,Toyota,SW4,2016,212995.62,10975.39
5295.91,54,Chevrolet,Cruze,2011,60305.08,3128.02
11321.17,39,Peugeot,207,2021,26467.58,1256.64
7073.65,47,GWM,Ora 03,2024,131114.21,5459.48
12086.96,55,BMW,X5,2021,510794.05,32393.0
11010.51,54,Volkswagen,Virtus,2012,37219.07,1783.61
5578.1,33,Nissan,Frontier,2022,193084.49,7289.65
10674.63,50,Honda,WR-V,2025,102202.73,5202.74
11412.05,40,Renault,Clio,2018,19287.26,1100.0
2367.45,51,Fiat,Toro,2020,114899.5,5240.44
6909.7,44,Hyundai,HB20S,2020,61495.08,3167.29
13463.35,41,Lexus,NX 350h,2010,141705.17,9235.06
6688.29,43,Honda,Fit,2020,48129.42,2066.58
35804.86,41,BMW,Z4,2020,315692.93,17428.79
4434.71,41,Fiat,Strada,2008,25594.75,1626.51
9597.91,36,Renault,Sandero,2021,61165.17,3553.72
6346.01,34,Honda,City Hatchback,2023,103910.3,4751.67
3144.68,59,Ford,Fiesta,2023,48763.08,2602.15
10286.92,43,Hyundai,Azera,2009,28003.66,1582.55
7999.58,31,Volkswagen,Amarok,2009,94283.06,5057.64
5945.63,34,Chevrolet,Astra,2013,20416.73,1456.38
15204.96,50,Toyota,Etios,2023,55635.29,2587.95
2643.1,29,Ford,Mustang,2023,528747.54,33884.79
4017.82,20,Jeep,Compass,2022,151669.5,9739.65
4244.22,21,Citroen,C3,2014,29363.89,2684.92
5193.55,18,Fiat,Titano,2018,145303.95,12903.26
10603.15,22,Chevrolet,Astra,2022,39347.84,3164.8
6689.71,23,Honda,CR-V,2022,189290.81,17673.7
18949.7,54,Nissan,Tiida,2007,22000.0,1100.0
2938.61,37,Hyundai,Tucson,2019,108194.43,5476.76
3419.45,33,Fiat,Siena,2008,14000.0,1100.0
1952.79,20,Peugeot,208,2021,72504.14,5183.47
11890.3,36,Volkswagen,Fox,2022,50950.87,2675.0
1600.0,18,Peugeot,308,2008,17548.52,1840.33
2997.21,33,Volkswagen,Taos,2021,140723.58,5787.69
7755.62,62,Chevrolet,Spin,2016,47041.58,3024.96
1708.61,45,Fiat,Titano,2018,124453.39,8357.27
7187.49,35,Renault,Sandero,2008,17682.04,1100.0
14737.4,46,Kia,Stonic,2013,42137.36,2153.04
4780.46,31,Fiat,Palio,2023,41926.03,2089.75
8156.2,28,Peugeot,206,2022,22600.25,1246.68
22972.34,58,Volkswagen,Tiguan,2018,167840.44,10869.14
7323.21,24,Fiat,Punto,2019,24091.79,2284.73
12799.82,33,Peugeot,308,2008,20504.57,1100.0
5318.71,41,Hyundai,Azera,2024,107995.04,5141.72
4688.98,26,BYD,Dolphin,2018,85850.57,6559.23
9188.85,45,Fiat,Siena,2024,43300.28,2041.32
8421.92,34,Toyota,Etios,2023,55711.9,2843.46
10640.15,45,BYD,Seal,2025,313979.07,14551.21
13122.92,45,CAOA Chery,Arrizo 6,2012,49398.87,2675.0
12372.59,35,Honda,HR-V,2019,89618.22,5029.78
20711.35,58,Nissan,Sentra,2009,44644.84,2246.66
17971.52,30,Chevrolet,Cruze,2012,53089.54,3589.04
6862.01,54,Hyundai,Santa Fe,2021,215361.74,14027.77
8636.68,52,Kia,Niro,2015,83025.27,3719.11
9787.68,59,Toyota,Corolla Cross,2020,131023.95,7103.35
12551.77,40,BMW,Z4,2021,345527.81,24272.93
6323.65,28,Honda,City Hatchback,2020,81793.75,4704.74
5222.97,62,Peugeot,206,2023,26509.96,1456.56
8177.37,33,Citroen,C3,2019,49533.19,2261.41
22388.95,28,Volkswagen,Polo,2023,73707.98,4521.4
3156.49,35,Ford,Bronco Sport,2014,126075.26,6081.96
6037.7,26,Chevrolet,Prisma,2024,64821.34,4172.08
10020.96,44,BYD,Song Plus,2025,246971.69,13647.01
3729.76,30,Volkswagen,T-Cross,2019,84986.24,4447.83
13881.03,34,BYD,Song Plus,2021,186906.07,9117.85
4533.02,49,Toyota,RAV4,2017,148564.9,7529.5
9237.61,45,Toyota,Corolla Cross,2008,39012.8,2085.79
4777.98,38,Fiat,Siena,2010,15780.13,1100.0
9561.33,40,Fiat,Punto,2023,54581.54,2823.2
6158.73,38,BYD,Song Plus,2022,199975.89,8026.22
4663.44,32,Citroen,C3,2022,64996.42,2653.26
12371.86,37,Subaru,Outback,2019,160197.18,7344.65
12665.99,43,Citroen,Basalt,2024,90508.04,4146.59
5395.29,36,Fiat,Strada,2022,100439.88,5091.71
20406.34,43,GWM,Haval H6,2024,190999.43,9744.83
6499.89,27,Citroen,C4 Cactus,2022,93729.76,4734.94
11628.88,30,Renault,Fluence,2020,37596.01,2111.4
4140.92,29,Nissan,Frontier,2019,134573.84,8487.71
4490.65,31,Chevrolet,Astra,2025,46207.56,2907.01
5179.5,53,Renault,Captur,2016,69395.82,3345.96
9280.56,46,Ford,Ka Sedan,2012,23219.69,1265.13
4102.69,25,Honda,HR-V,2018,77334.21,4782.23
7231.3,43,Fiat,Fastback,2019,90102.86,5405.54
3071.88,33,Renault,Captur,2023,82292.05,4962.17
6251.16,29,Volkswagen,Fox,2023,44130.16,2615.02
8056.66,20,Ford,Ranger,2009,64520.12,6072.96
3397.74,49,Fiat,Mobi,2017,34028.63,1477.47
